event_id,title,slug,category_id,category_slug,age_limit,min_price,max_price,available_tickets_count,event_starts_at,event_ends_at,sell_starts_at,sell_ends_at,upcoming_mode,venue_id,venue_name,venue_phone,venue_mobile,venue_latitude,venue_longitude,poster_url,poster_bg_url,public_state,web_view_rotate
8369,,uchan-khalcha-flying-carpet-marionette-puppet-theatre-performance,4,theatre,7-12,5,5,20,2025-11-25T10:00:00.000000Z,2025-11-25T10:20:00.000000Z,2025-02-07T08:00:00.000000Z,2025-11-25 14:00:00,,479,Azerbaijan National Carpet Museum,(+994) 12-497-20-16,(+994) 12-497-20-57,40.3599298,49.8358238,https://cdn.iticket.az/event/poster/BRErHolXKs9d1RRoAVhYubSViwziPOMVERO8HgAO.png,https://cdn.iticket.az/event/poster_bg/diqsNzjZrBcucNxqN1vWFhWJCvRDMeJnBwDZvhY8.jpg,1,True
8898,,masterclass-punch-needle-rug-embroidery,71,master-class,6-16,18,18,6,2025-11-25T11:00:00.000000Z,2025-11-29T10:00:00.000000Z,2025-04-17T08:00:00.000000Z,2025-11-29 13:00:00,,229,Free Children,(+994) 50 433 06 71,(+994) 55 350 03 06,40.3945471,49.8351519,https://cdn.iticket.az/event/poster/J9a3ydDDIsaNz4fmp3qYeWcAOOi8griN0KCwhuuA.png,https://cdn.iticket.az/event/poster_bg/nY63xd205zMLHfY3TVFFWOckDz6kvzGSK4bwFH1e.jpg,1,True
10088,,screening-of-the-film-3391-25,98,cinema,12+,8,8,124,2025-11-25T11:35:00.000000Z,2025-12-18T18:50:00.000000Z,2025-10-13T08:00:00.000000Z,2025-12-18 21:10:00,,630,Cinema LandMark,(+994 12) 465 20 00,,40.3760387,49.8508607,https://cdn.iticket.az/event/poster/cAf9DxB1hFGrpOSFP23xPqTc4GMX5ZOZo3fU3QC7.png,https://cdn.iticket.az/event/poster_bg/9tIcmV4yvT9MpzMpfayDnsBhr79SOWROOIGqVfM8.jpg,1,True
8365,,the-tale-of-malikmammad-marionette-puppet-theatre-performance,4,theatre,7-12,5,5,18,2025-11-25T12:00:00.000000Z,2025-11-25T12:20:00.000000Z,2025-02-07T08:00:00.000000Z,2025-11-25 16:00:00,,479,Azerbaijan National Carpet Museum,(+994) 12-497-20-16,(+994) 12-497-20-57,40.3599298,49.8358238,https://cdn.iticket.az/event/poster/kZdmspHgFEjJze7iu0ts4WmO468x1EdHAAiuP5I6.png,https://cdn.iticket.az/event/poster_bg/lVowL0uCoHgQ2BfqAhv6z49xDoUfbBC8i0E50Io0.jpg,1,True
10089,,screening-of-the-film-la-la-land25,98,cinema,12+,8,8,80,2025-11-25T13:30:00.000000Z,2025-12-19T14:10:00.000000Z,2025-10-13T08:00:00.000000Z,2025-12-19 16:10:00,,630,Cinema LandMark,(+994 12) 465 20 00,,40.3760387,49.8508607,https://cdn.iticket.az/event/poster/ZNIs8dnS7fa6gPeb7hX46JK91AsQMflMjJ23kest.png,https://cdn.iticket.az/event/poster_bg/SD17kLLHpTckPFeofudMAIXs9z62gkh1IXQxZapS.jpg,1,True
10155,,tarana-muradova-creative-evening,3,concerts,6+,15,50,414,2025-11-25T15:00:00.000000Z,2025-11-25T16:30:00.000000Z,2025-10-24T06:00:00.000000Z,2025-11-25 19:30:00,,6,Heydar Aliyev Palace,(+994 12) 493 55 11,+994 50 493 55 11,40.3778158,49.8412733,https://cdn.iticket.az/event/poster/GVjg3B5QaqY3BqXrzsQF0RG2P4xJbi9MhqN6lMg4.png,https://cdn.iticket.az/event/poster_bg/wMrxbKjFToThJN9irEhuvND7KfDbMpmCmwfntVeY.jpg,1,True
10126,,mugham-evening999,3,concerts,12+,10,20,251,2025-11-25T15:00:00.000000Z,2025-11-25T17:00:00.000000Z,2025-09-29T08:00:00.000000Z,2025-11-25 19:15:00,,9,International Mugham Center,(+994 12) 497 89 73,,40.360888,49.8347967,https://cdn.iticket.az/event/poster/hi8IFqtiQfQnCBbh3YUa2dTpPPOrNhaDiC9JwwX2.png,https://cdn.iticket.az/event/poster_bg/rk3d04ZLFPBSuIT8HHGNqiACPgstoJH7J2AbDJHv.jpg,1,True
4637,,old-city-jazz-nights-at-best-place,3,concerts,12+,8,30,115,2025-11-25T16:15:00.000000Z,2025-11-30T18:15:00.000000Z,2025-04-29T08:00:00.000000Z,2025-11-30 20:15:00,,352,Best Place Baku,+994(77) 330 99 33,+994(50) 545 81 48,40.3675971,49.8364869,https://cdn.iticket.az/event/poster/dVnXSxXCBRkjxVzAmMoKiIZVoOoTaqh3enqjF76M.png,https://cdn.iticket.az/event/poster_bg/ILAZfMQCbXNpD68obL96Wa79Pps9X69qbDCUqfkk.jpg,1,True
10304,,ssc-napoli-qarabag-fk,19,sport,0+,110,110,544,2025-11-25T17:00:00.000000Z,2025-11-25T19:00:00.000000Z,2025-11-14T08:00:00.000000Z,2025-11-21 15:00:00,,,,,,,,https://cdn.iticket.az/event/poster/2OX656TH8dNZaArnM06SqqTcTNeiKI8Vl92AaKip.png,https://cdn.iticket.az/event/poster_bg/DNMJQ0hQf66vrf8h4vqsZ5NMWAGiFKTi9M7gy2Ea.jpg,1,True
10348,,screening-of-the-film-kung-fu-panda,98,cinema,6+,8,8,42,2025-11-25T18:00:00.000000Z,2025-11-25T19:35:00.000000Z,2025-10-13T08:00:00.000000Z,2025-11-25 22:10:00,,630,Cinema LandMark,(+994 12) 465 20 00,,40.3760387,49.8508607,https://cdn.iticket.az/event/poster/Dcfs5tDBPiKRfDi6lp2TWYBpJ5olSGQHfZBdBY4C.png,https://cdn.iticket.az/event/poster_bg/Gr3w3YPsMX47vCWLna0yXX1Jvb5Zb7yZSZgZG3zP.jpg,1,True
10371,,ssc-napoli-qarabagh-fc-uefa-champions-league-football-broadcastdj25,29,other,16+,10,10,143,2025-11-25T20:00:00.000000Z,2025-11-25T21:30:00.000000Z,2025-11-20T08:00:00.000000Z,2025-11-26 01:00:00,,626,Dejavu Music Bar,+994 70 331 11 06,,40.3755991,49.8398556,https://cdn.iticket.az/event/poster/fdQ8XLDnwA8oyd37Akg8tdYtj1XVfwmgSWazWegI.png,https://cdn.iticket.az/event/poster_bg/9g4lTL6bJPsUUy2vy3eqTj7tiAO9uE46KMIXsijE.jpg,1,True
10357,,ssc-napoli-qarabagh-fc-uefa-champions-league-football-broadcast,98,cinema,6+,10,10,29,2025-11-25T20:00:00.000000Z,2025-11-25T21:30:00.000000Z,2025-10-30T08:00:00.000000Z,2025-11-26 00:15:00,,630,Cinema LandMark,(+994 12) 465 20 00,,40.3760387,49.8508607,https://cdn.iticket.az/event/poster/l8oS7q211VOr59H3Wq5UNzIi2dSMXvYRBR80Wz7P.png,https://cdn.iticket.az/event/poster_bg/0xT4kb4ZbgBIBFanTNGAEjBKMNnQEZNN5sd2AUhb.jpg,1,True
10347,,screening-of-the-film-garfield,98,cinema,6+,8,8,42,2025-11-26T10:00:00.000000Z,2025-11-26T11:20:00.000000Z,2025-10-13T08:00:00.000000Z,2025-11-26 14:10:00,,630,Cinema LandMark,(+994 12) 465 20 00,,40.3760387,49.8508607,https://cdn.iticket.az/event/poster/LgOoIQCiLYpP7Xgr5rIJeGIckhlHXRInc5CxfNWa.png,https://cdn.iticket.az/event/poster_bg/Khd0dU1c17YyBI3hBmvacI7p2Xq56VrNHhMsbgfK.jpg,1,True
10064,,screening-of-the-film-interstellar25,98,cinema,12+,8,8,208,2025-11-26T13:45:00.000000Z,2025-12-27T16:30:00.000000Z,2025-10-13T08:00:00.000000Z,2025-12-27 17:50:00,,630,Cinema LandMark,(+994 12) 465 20 00,,40.3760387,49.8508607,https://cdn.iticket.az/event/poster/TAcko8G6wdD9ZBSYuU7B4TfRQtQPzv62hx0ALeCs.png,https://cdn.iticket.az/event/poster_bg/re4y11kiURWB24G2hRPtujjA2GbKLGZPnC5B8A7m.jpg,1,True
10026,,kelaghayi-festival-concert-dedicated-to-the-azerbaijani-kelaghayi-day,3,concerts,6+,10,30,24,2025-11-26T14:00:00.000000Z,2025-11-26T16:00:00.000000Z,2025-10-08T08:00:00.000000Z,2025-11-26 18:15:00,,36,Rashid Behbudov Azerbaijan State Song Theatre,(+994 12) 493 94 15,,40.3747143,49.8468949,https://cdn.iticket.az/event/poster/Q5Y1mrQCO4fNB5MWmj8Ej34WMYTtT75fbrSBtArL.png,https://cdn.iticket.az/event/poster_bg/U05cupha8XfhcyFZFv3opexsiSQ5I74e1BlUYkXz.jpg,1,True
10036,,don-zhuan-rdt,4,theatre,12+,15,15,53,2025-11-26T15:00:00.000000Z,2025-12-24T16:30:00.000000Z,2025-10-19T08:00:00.000000Z,2025-12-24 19:30:00,,17,Academic Russian Drama Theater,(+994 12) 493 76 54,,40.3724668,49.8406605,https://cdn.iticket.az/event/poster/jXcHjoBnQapi2fox3cCSb55ugINeHFvR9uRRxnOh.png,https://cdn.iticket.az/event/poster_bg/OtmvIR2tC7YOnuFSk4ffobOt2f280QSj4yTJ99bv.jpg,1,True
6129,,asli-and-kerem,4,theatre,6+,12,20,396,2025-11-26T15:00:00.000000Z,2025-11-26T16:50:00.000000Z,2025-11-07T07:00:00.000000Z,2025-11-26 19:30:00,,27,The concert hall of Opera Studio to Baku Music Academy,(+994 12)493 02 30,,40.3770634,49.844961,https://cdn.iticket.az/event/poster/l9ZXFuXHaskSy2WEoB442lBdOzDvdDHI1Bn5hi4r.png,https://cdn.iticket.az/event/poster_bg/G9DVh5gkGaUgiv7QAuzWQim6rWsYaZZEece3Ddbc.jpg,1,True
4375,,xursidbanu-natevan,4,theatre,12+,8,15,247,2025-11-26T15:00:00.000000Z,2025-11-26T16:30:00.000000Z,2025-10-16T06:00:00.000000Z,2025-11-26 19:30:00,,8,Academic National Drama Theatre,(+994 12) 596 26 47,,40.3752448,49.8311684,https://cdn.iticket.az/event/poster/rSyURO2Gt08d4TcIDerg5lhG1LmJQHEqlQtDYEE1.png,https://cdn.iticket.az/event/poster_bg/mTT0GG5yt1azY8tYeobhOd18T7SP24lZL3pk1r3j.jpg,1,True
9919,,exclusive-series-of-stand-up-evenings-by-javid-kurbanov,3,concerts,18+,30,60,200,2025-11-26T15:30:00.000000Z,2025-12-17T18:30:00.000000Z,2025-10-03T07:00:00.000000Z,2025-12-17 20:30:00,,609,SENSUM Dine,+994 55 208 84 50,,40.3766984,49.8640051,https://cdn.iticket.az/event/poster/HKqH3cpLWCBJPUsXXykR9eNRXM8MlJQWamSzPRuk.png,https://cdn.iticket.az/event/poster_bg/5pGqPe603oKIMftGcYpvsSZnA5BtW8UXflidLPDj.jpg,1,True
7688,,karisik-kaset,74,hayal-kahvesi,18+,10,25,626,2025-11-26T15:30:00.000000Z,2025-11-26T19:30:00.000000Z,2025-03-12T16:00:00.000000Z,2025-11-26 23:00:00,,357,Hayal Kahvesi,+994 55 208 41 41,,40.3707404,49.8496994,https://cdn.iticket.az/event/poster/ktdctcr1Q5jr2Neo2PBREAwoKfaBb0rcQlHUlejt.png,https://cdn.iticket.az/event/poster_bg/c2999nNxwf1ZvoM5WcQxXDtbqnUzYllM5lMKkk5k.jpg,1,True
6494,,two,4,theatre,18+,25,25,23,2025-11-26T15:30:00.000000Z,2025-11-26T17:00:00.000000Z,2024-10-14T06:00:00.000000Z,2025-11-26 19:30:00,,381,Teatr O2,+994 51 579 03 42‬,,40.3692189,49.8305985,https://cdn.iticket.az/event/poster/BiiM1FBAyvswdegKCnEvLAb1Ls9YixwoltehABhq.png,https://cdn.iticket.az/event/poster_bg/d4NjoLSirQXve2DE8SoQDBRlgBh2KUFseyGthVPP.jpg,1,True
10342,,kings-party,3,concerts,18+,10,10,100,2025-11-26T16:00:00.000000Z,2025-11-26T19:59:00.000000Z,2025-11-19T08:00:00.000000Z,2025-11-26 22:00:00,,632,Moon Resto Bar,055 444 21 26,055 444 21 26,40.3752307,49.8415289,https://cdn.iticket.az/event/poster/aLAwNioCOB4N7UID8Hv8Wugdozw2wxs9hoOi6Mti.png,https://cdn.iticket.az/event/poster_bg/xgEK6hlul0ywwueG8CLVO1dEtQmVx31pR8CC4qIN.jpg,1,True
10107,,mozart-evening-by-candlelight-ars-caspia-ensemble,3,concerts,6+,10,45,0,2025-11-26T16:00:00.000000Z,2025-11-26T17:15:00.000000Z,2025-10-16T08:00:00.000000Z,2025-11-26 20:15:00,,15,Chamber and organ music hall,(+994 12) 493 75 37,,40.377088372117,49.84764088687,https://cdn.iticket.az/event/poster/eStcLfW1mGWcIqvnytKZTwlJVqxJ121k0Otoul59.png,https://cdn.iticket.az/event/poster_bg/eGsky5Lltr8xqzzHDRMqqTPL0d76hBcLdJLOUjE6.jpg,5,True
10256,,screening-of-the-film-your-name,98,cinema,6+,8,8,84,2025-11-26T16:50:00.000000Z,2025-11-27T17:50:00.000000Z,2025-10-13T08:00:00.000000Z,2025-11-27 20:10:00,,630,Cinema LandMark,(+994 12) 465 20 00,,40.3760387,49.8508607,https://cdn.iticket.az/event/poster/XpJxTaNGdD4Hd12VibNWSfZYlcTo5bbCRRroLeiL.png,https://cdn.iticket.az/event/poster_bg/J22EWv0PuV58MhgI7ypEHdTlPb8VmPek65iZU4O2.jpg,1,True
9827,,alim-gasimov-and-fargana-gasimova-shabi-hicran,3,concerts,6+,15,160,112,2025-11-26T17:00:00.000000Z,2025-11-26T18:30:00.000000Z,2025-09-05T08:00:00.000000Z,2025-11-26 21:30:00,,6,Heydar Aliyev Palace,(+994 12) 493 55 11,+994 50 493 55 11,40.3778158,49.8412733,https://cdn.iticket.az/event/poster/5XCJdAiiINMWHgWTcwYScc52wrzIM9gngibrJAsz.png,https://cdn.iticket.az/event/poster_bg/9Wz8xPPd7Hz5671d4gKE32bbtzqo5s2znBb8xmU8.jpg,1,True
10069,,screening-of-the-film-me-before-you25,98,cinema,12+,8,8,84,2025-11-26T18:40:00.000000Z,2025-12-17T19:15:00.000000Z,2025-10-13T08:00:00.000000Z,2025-12-17 21:25:00,,630,Cinema LandMark,(+994 12) 465 20 00,,40.3760387,49.8508607,https://cdn.iticket.az/event/poster/AJfTx9W3lW5awLGd4SSOsR8UnzGxL4638cOPU8UR.png,https://cdn.iticket.az/event/poster_bg/1jXfXlbuG5hUpE83XDWEkOTVCjoNdRVQ7sh21sGn.jpg,1,True
10346,,screening-of-the-film-up,98,cinema,6+,8,8,42,2025-11-27T10:00:00.000000Z,2025-11-27T11:40:00.000000Z,2025-10-13T08:00:00.000000Z,2025-11-27 14:10:00,,630,Cinema LandMark,(+994 12) 465 20 00,,40.3760387,49.8508607,https://cdn.iticket.az/event/poster/8FKNJ4t4eLBQE5wayfSqS4TEKqpnEiFUIzjOV74d.png,https://cdn.iticket.az/event/poster_bg/F0nHhqg3oBwH44dAulvhEYIQa5uyKtsaSEUQb4l4.jpg,1,True
10326,,seyid-azim-shirvani-190,3,concerts,12+,10,20,305,2025-11-27T15:00:00.000000Z,2025-11-27T18:00:00.000000Z,2025-10-28T08:00:00.000000Z,2025-11-27 19:30:00,,9,International Mugham Center,(+994 12) 497 89 73,,40.360888,49.8347967,https://cdn.iticket.az/event/poster/2vpIlKKasew0xWLxsr7Aru02DSqrq211y5C9ZNIh.png,https://cdn.iticket.az/event/poster_bg/mrMzePcUyAAP8ubEmDShhv4P1fEx7yG5uLEKkdWJ.jpg,1,True
7501,,telegram-from-the-killer,4,theatre,16+,15,15,19,2025-11-27T15:00:00.000000Z,2025-11-27T15:55:00.000000Z,2025-10-17T05:00:00.000000Z,2025-11-27 19:30:00,,44,Azerbaijan State Academic Musical Theatre,(+994 12) 598 49 17,,40.3686438,49.8400248,https://cdn.iticket.az/event/poster/bBT3oLQhSqx0n96AsIsVyXf4e2SEy19hli7dv9V8.png,https://cdn.iticket.az/event/poster_bg/zDZgpuOCVBiLrTYjOjZggRYAMxNJW90wnXDr3f4Q.jpg,1,True
5164,,shukriya,4,theatre,12+,10,20,852,2025-11-27T15:00:00.000000Z,2025-12-21T16:30:00.000000Z,2025-10-16T06:00:00.000000Z,2025-12-21 19:30:00,,8,Academic National Drama Theatre,(+994 12) 596 26 47,,40.3752448,49.8311684,https://cdn.iticket.az/event/poster/HGFeGyy7CnlmNCBNAxgz14myLorhRu4Zg15b5z07.png,https://cdn.iticket.az/event/poster_bg/nT7HTh1GarS0k19ZZdmeznTStdvZldg4X6oLPW4A.jpg,1,True
2743,,paris-notr-dama-ithaf,4,theatre,6+,10,20,206,2025-11-27T15:00:00.000000Z,2025-12-20T17:05:00.000000Z,2025-10-17T06:00:00.000000Z,2025-12-20 19:40:00,,44,Azerbaijan State Academic Musical Theatre,(+994 12) 598 49 17,,40.3686438,49.8400248,https://cdn.iticket.az/event/poster/dxTc4tWKZ0pYErnomSPBRdrQWt8ZNkYJyPScOSV4.png,https://cdn.iticket.az/event/poster_bg/073ctxDUfknDTMqbRyxYBaMkEiykB0sEb6ioTlQI.jpg,1,True
6356,,arent-we-foolsxcx,4,theatre,16+,25,25,27,2025-11-27T15:30:00.000000Z,2025-11-27T16:45:00.000000Z,2024-10-14T06:00:00.000000Z,2025-11-27 19:35:00,,381,Teatr O2,+994 51 579 03 42‬,,40.3692189,49.8305985,https://cdn.iticket.az/event/poster/ybjXrm2pEn2xO0ApXgu5mkdCJHrflJkvj2jyasIq.png,https://cdn.iticket.az/event/poster_bg/FZtCzS1kphHl5HqgjkzgQKI1UdFpOoAtYhocBwnw.jpg,1,True
6091,,90s-disco31,74,hayal-kahvesi,18+,10,25,691,2025-11-27T15:30:00.000000Z,2025-11-27T19:30:00.000000Z,2025-09-26T08:00:00.000000Z,2025-11-27 22:00:00,,357,Hayal Kahvesi,+994 55 208 41 41,,40.3707404,49.8496994,https://cdn.iticket.az/event/poster/P3ppAwyNF6Z1ItfSKoPG6PCAfCD7qvrdyYfdTesm.png,https://cdn.iticket.az/event/poster_bg/0vFuDrR03NWWFvxbbIQ7JyEgKoYnvBK5oPzgtEYO.jpg,1,True
10379,,30th-baku-rhythmic-gymnastics-championship,19,sport,4+,5,5,2479,2025-11-28T06:00:00.000000Z,2025-11-30T16:00:00.000000Z,2025-05-27T08:00:00.000000Z,2025-11-30 19:00:00,,7,National Gymnastics Arena,(+994 12) 566 96 99,,40.4193383,49.916305,https://cdn.iticket.az/event/poster/nL1gakXpp7XqQ2pmHUWFFzSFTqmjeZCaC6Hllgnt.png,https://cdn.iticket.az/event/poster_bg/2HgLPoRHtIjcgkVmP8EfaMf1ZyC6SWwTMrAvB6Qw.jpg,1,True
5521,,the-storks-gift,4,theatre,3+,5,5,225,2025-11-28T08:00:00.000000Z,2025-11-28T10:50:00.000000Z,2023-09-18T08:00:00.000000Z,2025-11-28 14:10:00,,145,Azerbaijan State Puppet Theatr,(+994 12) 4926425,,40.367174,49.838835,https://cdn.iticket.az/event/poster/U2YD2BHnbAP0wokuj4ngkuxoWv068hYDG3edHfsa.png,https://cdn.iticket.az/event/poster_bg/NWVA1X0uzi4DymPExCuR1C0B3sFQTwRN2IJRXZmk.jpg,1,True
805,,arshin-mal-alan,4,theatre,6+,8,15,51,2025-11-28T08:00:00.000000Z,2025-11-28T09:30:00.000000Z,2025-10-17T06:00:00.000000Z,2025-11-28 12:30:00,,44,Azerbaijan State Academic Musical Theatre,(+994 12) 598 49 17,,40.3686438,49.8400248,https://cdn.iticket.az/event/poster/kPR4F4fbsc1n8MCkdUfEWcsHkHkdOgT7gvFP68Vq.png,https://cdn.iticket.az/event/poster_bg/RgjfKHD6ASZI9DTV9KHwW15R3VTrZvdvvOeDgebd.jpg,1,True
8312,,my-grandmothers-saucepan,4,theatre,12+,5,5,148,2025-11-28T12:00:00.000000Z,2025-11-28T12:50:00.000000Z,2024-09-11T08:00:00.000000Z,2025-11-28 16:10:00,,145,Azerbaijan State Puppet Theatr,(+994 12) 4926425,,40.367174,49.838835,https://cdn.iticket.az/event/poster/EB868ZrUv8sYlIXhCWuK4patXZtCvLZKtiFqAjzq.png,https://cdn.iticket.az/event/poster_bg/8tvrPYJTRivhUtG3rzZZnWFArP6UYNTx08Jm9r3W.jpg,1,True
10271,,evening-of-ahmed-agdamski020002,3,concerts,6+,5,25,207,2025-11-28T15:00:00.000000Z,2025-11-28T16:30:00.000000Z,2025-11-07T08:00:00.000000Z,2025-11-28 19:30:00,,9,International Mugham Center,(+994 12) 497 89 73,,40.360888,49.8347967,https://cdn.iticket.az/event/poster/XNWvkcsjrsJyzzJHBo9fsNerNFzzME3O2QccWONa.png,https://cdn.iticket.az/event/poster_bg/hzEuCRM4T9QnEny0gGaGKHFji6ccCV9sdBeeqbzS.jpg,1,True
10217,,a-sea-story2025,4,theatre,6+,10,20,390,2025-11-28T15:00:00.000000Z,2025-11-28T15:30:00.000000Z,2025-10-31T08:00:00.000000Z,2025-11-28 19:30:00,,36,Rashid Behbudov Azerbaijan State Song Theatre,(+994 12) 493 94 15,,40.3747143,49.8468949,https://cdn.iticket.az/event/poster/a6GcnPNocj56vJP80rF9Oef7dHOBLo807yrA051O.png,https://cdn.iticket.az/event/poster_bg/lcwSLkl7SAjdYyHFMKlyeAikGE7sUwiFAQGkeol6.jpg,1,True
10031,,one-nation-two-states,3,concerts,6+,4,20,482,2025-11-28T15:00:00.000000Z,2025-11-28T17:00:00.000000Z,2025-10-01T07:00:00.000000Z,2025-11-28 19:30:00,,10,Azerbaijan State Academic Philharmonic Hall,(+994 12) 497 36 09,,40.364072,49.8315811,https://cdn.iticket.az/event/poster/qzhQVzSH8YPlNW5K9ooAAVFETJT6z2yxlN2NriqP.png,https://cdn.iticket.az/event/poster_bg/5EaSgEd1rmD699df6XUCrdsCeNZAvy2tbo4u2yHT.jpg,1,True
9428,,ray-of-hope,4,theatre,16+,7,10,70,2025-11-28T15:00:00.000000Z,2025-11-28T16:20:00.000000Z,2025-03-28T08:00:00.000000Z,2025-11-28 19:05:00,,236,Shusha State Musical Drama Theatre,,+994 70 666 44 55,40.4251788,49.8439495,https://cdn.iticket.az/event/poster/fcXl9T9auCCtoW9s1QHe7ME2nTlYSQI8DrwgA7c1.png,https://cdn.iticket.az/event/poster_bg/E2AkTPiPtsVuHjArpft5YqUehDQVevAVeqsTXtk5.jpg,1,True
